TargetKey,MatchedKey,Score,ClosingRank
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005 |  |  | NO,INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005 | AIQ | SC | NO,97.11934156378601,14965
JAWAHARLAL NEHRU MEDICAL COLLEGE AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ALIGARH UTTAR PRADESH 202002 |  |  | NO,JAWAHARLAL NEHRU MEDICAL COLLEGE AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ALIGARH UTTAR PRADESH 202002 | AIQ | General | NO,94.73684210526316,3971
JAWAHARLAL NEHRU MEDICAL COLLEGE AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ALIGARH UTTAR PRADESH 202002 |  |  | NO,JAWAHARLAL NEHRU MEDICAL COLLEGE AMU ALIGARH ALIGARH MUSLIM UNIVERSITY ALIGARH UTTAR PRADESH 202002 | AIQ | General | NO,94.73684210526316,3971
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 |  |  | NO,LADY HARDINGE MEDICAL COLLEGE NEW DELHI LADY HARDINGE MEDICAL COLLEGE SHAHEED BHAGAT SINGH MARG NEW DELHI DELHI NCT 110001 FEMALE SEAT ONLY | AIQ | SC | NO,91.6083916083916,13728
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 |  |  | NO,MAULANA AZAD MEDICAL COLLEGE NEW DELHI 2 BAHADUR SHAH ZAFAR MARG NEW DELHI DELHI NCT 110002 | AIQ | SC | NO,96.61835748792271,5218
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 |  |  | NO,UNIVERSITY COLLEGE OF MEDICAL SCIENCES NEW DELHI DILSHAD GARDEN DELHI NCT 110095 | AIQ | SC | NO,96.21621621621621,8538
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 |  |  | NO,VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI VMMC VARDHMAN MAHAVIR MEDICAL COLLEGE AND SAFDARJUNG HOSPITAL NEW DELHI DELHI NCT 110029 | AIQ | SC | NO,97.91044776119404,2934
ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 |  |  | NO,ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 | AIQ | SC | NO,97.65886287625418,7191
ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 |  |  | NO,ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 | AIQ | SC | NO,97.65886287625418,7191
ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 |  |  | NO,ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 | AIQ | SC | NO,97.65886287625418,7191
ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 |  |  | NO,ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES DR RML HOSPITAL NEW DELHI ABVIMS DR RML HOSPITAL B K S MARG NEW DELHI DELHI NCT 110001 | AIQ | SC | NO,97.65886287625418,7191
