NameKey,College Name,QuotaCanon,CategoryBase,IsPwD,Year,RoundTag,ClosingRank
AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPT PUDUCHERRY PONDY CUDDALORE MAIN ROAD KIRUMAMPAKKAM PUDUCHERRY PUDUCHERRY 607403,"Aarupadai Veedu Medical College and Hospt., Puducherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",DEEMED,GENERAL,False,,R1,593506
ACS MEDICAL COLLEGE AND HOSPITAL CHENNAI PERIYAR EVR HIGH RAOD VELAPPANCHAVADI CHENNAI 77 TAMIL NADU 600077,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77, Tamil Nadu, 600077",DEEMED,GENERAL,False,,R1,587084
ACSR GOVERNMENT MEDICAL COLLEGE NELLORE OPP TO AC SUBBA REDDY STADIUM DARGAMITTA NELLORE SPSR NELLORE DISTRICT ANDHRA PRADESH ANDHRA PRADESH 524004,"ACSR Govt Medical College, Nellore,OPP. TO AC SUBBA REDDY STADIUM DARGAMITTA
NELLORE
SPSR NELLORE DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 524004",AIQ,GENERAL,True,,R1,542155
ACSR GOVERNMENT MEDICAL COLLEGE NELLORE OPP TO AC SUBBA REDDY STADIUM DARGAMITTA NELLORE SPSR NELLORE DISTRICT ANDHRA PRADESH ANDHRA PRADESH 524004,"ACSR Govt Medical College, Nellore,OPP. TO AC SUBBA REDDY STADIUM DARGAMITTA
NELLORE
SPSR NELLORE DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 524004",AIQ,OBC,True,,R1,628885
AGARTALA GOVERNMENT MEDICAL COLLEGE AGARTALA KUNJABAN AGARTALA TRIPURA WEST TRIPURA 799006,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West, Tripura, 799006",AIQ,EWS,True,,R1,1209143
AGARTALA GOVERNMENT MEDICAL COLLEGE AGARTALA KUNJABAN AGARTALA TRIPURA WEST TRIPURA 799006,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West, Tripura, 799006",AIQ,GENERAL,True,,R1,485022
AGARTALA GOVERNMENT MEDICAL COLLEGE AGARTALA KUNJABAN AGARTALA TRIPURA WEST TRIPURA 799006,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West, Tripura, 799006",AIQ,OBC,True,,R1,529174
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,EWS,False,2025,R1,2999
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,GENERAL,False,2025,R1,1733
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,GENERAL,True,2025,R1,174486
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,OBC,False,2025,R1,2369
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,OBC,True,2025,R1,268965
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,SC,False,2025,R1,19176
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,SC,True,,R1,536109
AIIMS BATHINDA JODHPUR ROMANA NEAR GIANI ZAIL SINGH COLLEGE MANDI DABWALI ROAD BATHINDA PUNJAB 151001,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",OPEN SEAT QUOTA,ST,False,2025,R1,36036
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,EWS,False,2025,R1,1582
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,EWS,True,2025,R1,119885
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,GENERAL,False,2025,R1,531
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,GENERAL,True,2025,R1,116405
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,OBC,False,2025,R1,1142
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,OBC,True,2025,R1,116547
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,SC,False,2025,R1,7030
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,SC,True,2025,R1,261657
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,ST,False,2025,R1,11713
AIIMS BHOPAL SAKET NAGAR BHOPAL MADHYA PRADESH 462020,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",OPEN SEAT QUOTA,ST,True,,R1,636315
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,EWS,False,2025,R1,2259
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,EWS,True,2025,R1,271852
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,GENERAL,False,2025,R1,706
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,GENERAL,True,2025,R1,22426
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,OBC,False,2025,R1,1481
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,OBC,True,2025,R1,241313
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,SC,False,2025,R1,6034
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,SC,True,2025,R1,207160
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,ST,False,2025,R1,14786
AIIMS BHUBANESWAR AT SIJUA POST DUMUDUMA BHUBANESWAR 751019 ODISHA 751019,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019,
Odisha, 751019",OPEN SEAT QUOTA,ST,True,,R1,781610
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,EWS,False,2025,R1,3956
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,EWS,True,2025,R1,273253
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,GENERAL,False,2025,R1,1782
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,GENERAL,True,2025,R1,221694
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,OBC,False,2025,R1,2894
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,OBC,True,2025,R1,258759
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,SC,False,2025,R1,16647
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,SC,True,2025,R1,225964
AIIMS BIBI NAGAR HYDERABAD AIIMS BIBINAGAR HYDERABAD METROPOLITAN REGION TELANGANA 508126 TELANGANA 508126,"AIIMS, Bibi Nagar, Hyderabad,AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana
508126, Telangana, 508126",OPEN SEAT QUOTA,ST,False,2025,R1,39391
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,EWS,False,2025,R1,3630
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,GENERAL,False,2025,R1,2183
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,GENERAL,True,2025,R1,241346
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,OBC,False,2025,R1,2959
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,OBC,True,2025,R1,330044
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,SC,False,2025,R1,20587
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,SC,True,,R1,486740
AIIMS BILASPUR CHANGAR PALASIYAN HIMACHAL PRADESH ALL INDIA INSTITUTE OF MEDICAL SCIENCES AIIMS BILASPUR KOTHIPURA BILASPUR HIMACHAL PRADESH 174001 HIMACHAL PRADESH 174001,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS
Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",OPEN SEAT QUOTA,ST,False,2025,R1,40476
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,EWS,False,2025,R1,4493
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,GENERAL,False,2025,R1,3164
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,GENERAL,True,2025,R1,305719
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,OBC,False,2025,R1,3784
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,OBC,True,2025,R1,376997
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,SC,False,2025,R1,28136
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,SC,True,,R1,534447
AIIMS DEOGARH AIIMS DEOGHAR DEVIPUR JHARKHAND INDIA PIN 814152 JHARKHAND 814152,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",OPEN SEAT QUOTA,ST,False,2025,R1,51396
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,EWS,False,2025,R1,3081
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,EWS,True,2025,R1,396329
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,GENERAL,False,2025,R1,2091
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,GENERAL,True,2025,R1,294578
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,OBC,False,2025,R1,2654
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,OBC,True,2025,R1,338406
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,SC,False,2025,R1,21412
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,SC,True,,R1,596639
AIIMS GORAKHPUR AIIMS GORAKHPUR MEDICAL COLLEGE BUILDING KUNRAGHAT GORAKHPUR UTTAR PRADESH 273008,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",OPEN SEAT QUOTA,ST,False,2025,R1,45366
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,EWS,False,2025,R1,5310
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,GENERAL,False,2025,R1,3177
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,GENERAL,True,2025,R1,309667
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,OBC,False,2025,R1,4063
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,OBC,True,2025,R1,340348
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,SC,False,2025,R1,30794
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,SC,True,,R1,730492
AIIMS GUWAHATI PO CHANGSARI DISTRICT KAMRUP ASSAM 781101,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP, Assam, 781101",OPEN SEAT QUOTA,ST,False,2025,R1,54984
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,EWS,False,2025,R1,4603
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,EWS,True,2025,R1,440047
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,GENERAL,False,2025,R1,3389
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,GENERAL,True,2025,R1,221837
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,OBC,False,2025,R1,4085
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,OBC,True,2025,R1,354680
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,SC,False,2025,R1,32194
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,SC,True,,R1,518444
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,ST,False,2025,R1,43200
AIIMS JAMMU AIIMS VIJAYPUR JAMMU JAMMU AND KASHMIR JAMMU AND KASHMIR 181134,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 181134",OPEN SEAT QUOTA,ST,True,,R1,770273
AIIMS JODHPUR BASNI PHASE II JODHPUR 342005 RAJASTHAN 342005,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",OPEN SEAT QUOTA,EWS,False,2025,R1,1153
AIIMS JODHPUR BASNI PHASE II JODHPUR 342005 RAJASTHAN 342005,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",OPEN SEAT QUOTA,EWS,True,2025,R1,121786
AIIMS JODHPUR BASNI PHASE II JODHPUR 342005 RAJASTHAN 342005,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",OPEN SEAT QUOTA,GENERAL,False,2025,R1,392
